run_name,seed,num_frames,augment,batch_size,input_mode,learning_rate,cnn_learning_rate,min_lr,cnn_min_lr,factor,use_differential_lr,scheduler_patience,epochs,early_stopping_patience,weight_decay,amsgrad,label_smoothing,hidden_channels,reduced_channels,classifier_hidden_size,dropout,cnn_cutoff,cnn_unfreeze_from,freeze_cnn_batchnorm,pooling_mode,best_val_acc,final_train_acc,final_val_acc,final_train_loss,final_val_loss,epochs_ran
frame_diff,42,32,True,8,diff,5e-05,1e-06,1e-07,1e-07,0.5,False,5,75,8,2e-05,False,0.1,64,96,128,0.35,19,,True,double,0.87,0.916875,0.855,0.3430427887290716,0.4373041269183159,24
